id,name.local,name.en,name.slug,code.id,children_count.municipality,geo.lat,geo.lon
BO0602,Arce,Arce,arce-bo0602,BO0602,2,-22.33,-64.348
BO0604,Avilés,Aviles,aviles-bo0604,BO0604,2,-21.785,-64.931
BO0601,Cercado,Cercado,cercado-bo0601,BO0601,1,-21.552,-64.57
BO0603,Gran Chaco,Gran Chaco,gran-chaco-bo0603,BO0603,3,-21.661,-63.214
BO0605,Méndez,Mendez,mendez-bo0605,BO0605,2,-21.273,-64.924
BO0606,O'Connor,OConnor,oconnor-bo0606,BO0606,1,-21.438,-64.106
