id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
BO080102,San Javier,San Javier,san-javier-bo080102,BO080102,-14.38,-64.298
BO080101,Trinidad,Trinidad,trinidad-bo080101,BO080101,-14.885,-64.708
